id:ID,nome
E1,Técnica de Otimização
E2,Estrutura de Dados
E3,Framework de Grafo
E4,Algoritmo
E5,Aplicação
E6,Ambiente de Execução
E7,Dataset
E8,Artigo
E9,Pessoa
E10,Pesquisador
E11,Veículo
E12,Revista
E13,Conferência
E14,Instituição
